,ID,doc,Тип документу,Зразок,Замовник,Виробник,Густина кг/м3,ОЧД,ОЧМ,Фракція_70,Фракція_100,Фракція_150,10%,50%,90%,Кінець кипіння,Залишок після випаровування,ДНП,Індукційний період,Фактичні смоли,Сірка,Олефінові вуглеводні,Ароматичні вуглеводні,Бензол,Кисневмісні: метанол,Кисневмісні: етанол,Кисневмісні: ізопропіловий спирт,Кисневмісні: ізобутиловий спирт,Кисневмісні: третбутиловий, Кисневмісні: етери
47,1846/19,D:\Margo\python\protocols\Protocol_140.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 443),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,902",na,"0,924","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
48,1852/19,D:\Margo\python\protocols\Protocol_141.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","746,1","88,9","82,0","28,0","49,0","85,0",na,na,na,"199,0","1,2","68,6",,1,"7,9","4,045","34,424","0,938","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
49,1881/19,D:\Margo\python\protocols\Protocol_142.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ.,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,618",na,"0,857","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
50,1882/19,D:\Margo\python\protocols\Protocol_143.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,126",na,"0,942","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
51,1883/19,D:\Margo\python\protocols\Protocol_144.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 456),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,708",na,"0,903","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
52,1884/19,D:\Margo\python\protocols\Protocol_145.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 457),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,664",na,"0,854","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
53,1885/19,D:\Margo\python\protocols\Protocol_146.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 458),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,689",na,"0,906","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
54,1886/19,D:\Margo\python\protocols\Protocol_147.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,032",na,"0,733","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
55,1887/19,D:\Margo\python\protocols\Protocol_148.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,007",na,"0,656","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
56,1888/19,D:\Margo\python\protocols\Protocol_149.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 461),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,404",na,"0,888","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
57,1192/19,D:\Margo\python\protocols\Protocol_15.docx,ПРОТОКОЛ,бензин автомобільний А-95-Євро5-Е5,"Державна служба України з питань безпечності харчових продуктів та захисту споживачів, Головне управління Держпродспоживслужби в Одеській області, вул. 7-а Пересипська, 6, м. Одеса, 65042, код ЄДРПОУ 40342996","ВАТ «Мозирський нафтопереробний завод», Білорусь",na,"94,3","83,8",na,na,na,na,na,na,-,na,"47,8",na,na,"11,9","9,392","22,8","0,818","0,3","6,5","<0,17","0,3","<0,17","12,6"
58,1889/19,D:\Margo\python\protocols\Protocol_150.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 462),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,597",na,"0,922","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
59,407/19,D:\Margo\python\protocols\Protocol_151.docx,ПРОТОКОЛ,бензин неетильований А-95-Євро5-Е5,"ТОВ «ГЛУСКО УКРАЇНА» , вул. Солом’янська,11, м. Київ, 03110, Україна.",інформація відсутня,na,"94,8",na,"43,5","60,0","93,0",na,na,na,відсутність,"0,5",na,na,na,"6,2","5,271","32,7","0,700","0,2","0,3","<0,17","<0,17","<0,17","5,5"
60,457/19,D:\Margo\python\protocols\Protocol_152.docx,ПРОТОКОЛ,бензин неетильований АИ-92-К5-Євро,"Орган з оцінки відповідності ТОВ «Науково-виробниче підприємство «ДІН ЛТД»,","ОАО «Mозырский НПЗ»,247760, г. Мозырь-11, Гомельская область,",na,"84,3",93,na,na,na,na,na,na,відсутність,na,na,Детонаційна стійкість:-,na,na,"7,842","32,4",na,"<0,17","<0,17","<0,17","<0,17","<0,17","<0,17"
61,541/19,D:\Margo\python\protocols\Protocol_153.docx,ПРОТОКОЛ,бензин автомобільний А-92,"Орган з оцінки відповідності ТОВ «Науково-виробниче підприємство «ДІН ЛТД»,",інформація відсутня,na,na,na,na,na,na,na,na,na,na,na,na,na,na,"7,7",na,"29,4","0,882",na,na,na,na,na,na
62,679/19,D:\Margo\python\protocols\Protocol_154.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «SUPE,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,"88,1",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
63,613/19,D:\Margo\python\protocols\Protocol_155.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"Орган з сертифікації та оцінки відповідності продукції і послуг ТОВ «Орган з сертифікації «ПРОМСТАНДАРТ», 49000, м. Дніпро, вул. Старокозацька,56,к. 2,3, (ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","747,8","80,7","76,0",na,na,na,"60,5","105,0","149,0","192,5","1,1","58,5",,1,"7,9","0,717","32,9","0,795","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
64,625/19,D:\Margo\python\protocols\Protocol_156.docx,ПРОТОКОЛ,Бензин А-95,"Дочірнє Підприємство «Автотрейдінг-Одеса», 65054, Україна, м. Одеса, вул.. 6-й км. Овідіопольської дороги,10/2.",інформація відсутня,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,na,na,na,"< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","16,6"
65,643/19,D:\Margo\python\protocols\Protocol_157.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super»  з,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"98,0",na,"28,0","55,5","90,5",na,na,na,"195,0","1,4",na,na,na,"3,7",na,"31,5","0,910","0,5","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","14,7"
66,700/19,D:\Margo\python\protocols\Protocol_158.docx,ПРОТОКОЛ,"бензин автомобільний, неетильований А-98 «Super»","ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а, (за заявкою Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva, Литва).","Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva,",na,na,na,na,na,na,na,na,na,відсутність,na,na,na,na,na,"6,585",na,na,"<0,17","<0,17","<0,17","<0,17","<0,17","14,3"
67,701/19,D:\Margo\python\protocols\Protocol_159.docx,ПРОТОКОЛ,"бензин автомобільний, неетильований А-98 «Super»","ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а, (за заявкою Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva, Литва).","Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva,",na,na,na,na,na,na,na,na,na,відсутність,na,na,na,na,na,"9,525",na,na,"<0,17","<0,17","<0,17","<0,17","<0,17","14,7"
68,1217/19,D:\Margo\python\protocols\Protocol_16.docx,ПРОТОКОЛ,бензин А-92-Євро5-Е5,"Головне управлiння Держпродспоживслужби в Херсонськiй областi 7300 м.Херсон, вул. Перекопська, 17, код за ЄДРПОУ 4040867",Інформація відсутня,na,"91,6","81,1",na,na,na,na,na,na,"<0,17",na,"70,0",na,na,"14,3","1,21",na,"1,498","6,4","9,1","<0,17","0,2","<0,17","<0,17"
69,702/19,D:\Margo\python\protocols\Protocol_160.docx,ПРОТОКОЛ,"бензин автомобільний, неетильований А-98 «Super»","ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а, (за заявкою Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva, Литва).","Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva,",na,na,na,na,na,na,na,na,na,відсутність,na,na,na,na,na,"9,474",na,na,"0,21","0,19","<0,17","<0,17","<0,17","14,7"
70,703/19,D:\Margo\python\protocols\Protocol_161.docx,ПРОТОКОЛ,"бензин автомобільний, неетильований А-95 «Premium»","ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а, (за заявкою Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva, Литва).","Akcinе bendrove «ORLEN Lietuva», (Juodeіkiai, LT-89467, Mazeikiai, Lietuva,",na,na,na,na,na,na,na,na,na,відсутність,na,na,na,na,na,"12,084",na,na,"0,671","<0,17","<0,17","<0,17","<0,17","14,2"
